PID,Date,Group,Group2,Name,Species,Populations,SID,reproduction,TYPE,Unit ,u_mean,u_lower,u_upper,SE,range_low,range_up,Events,Callable,Method,SampleSize,Generations,Sequencing,Tools,Depth,Comments,CITATION,Citation2,Link
2018008,2018,unicellular,fungi,yeast,Saccharomyces cerevisiae,,2018008_5,mixed,snp,bp/generation,4.04e-10,3.75e-10,4.34e-10,,,,704?,,MA,4,,Illumina NextSeq,,,"haploid, A cell division is a generation","Sharp, N. P., Sandell, L., James, C. G., & Otto, S. P. (2018). The genome-wide rate and spectrum of spontaneous mutations differ between haploid and diploid yeast. Proceedings of the National Academy of Sciences, 115(22), E5046-E5055.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5984525/
2018008,2018,unicellular,fungi,yeast,Saccharomyces cerevisiae,,2018008_4,mixed,indel,bp/generation,0.20e-10,0.16e-10,0.25e-10,,,,73?,,MA,4,,Illumina NextSeq,,,"diploid, A cell division is a generation","Sharp, N. P., Sandell, L., James, C. G., & Otto, S. P. (2018). The genome-wide rate and spectrum of spontaneous mutations differ between haploid and diploid yeast. Proceedings of the National Academy of Sciences, 115(22), E5046-E5055.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5984525/
2018008,2018,unicellular,fungi,yeast,Saccharomyces cerevisiae,,2018008_5,mixed,indel,bp/generation,0.16e-10,0.11e-10,0.24e-10,,,,27?,,MA,4,,Illumina NextSeq,,,"haploid, A cell division is a generation","Sharp, N. P., Sandell, L., James, C. G., & Otto, S. P. (2018). The genome-wide rate and spectrum of spontaneous mutations differ between haploid and diploid yeast. Proceedings of the National Academy of Sciences, 115(22), E5046-E5055.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5984525/
2018009,2018,fish,fish,cichlid fishes,Amphilophus,Lake Malawi,2018009_1,sexual,snp,bp/generation,3.5e-9,1.6e-9,4.6e-9,,,,9,,PO,1,,Illumina ,,40,,"Malinsky, M., Svardal, H., Tyers, A. M., Miska, E. A., Genner, M. J., Turner, G. F., & Durbin, R. (2018). Whole-genome sequences of Malawi cichlids reveal multiple radiations interconnected by gene flow. Nature ecology & evolution, 2(12), 1940-1955.",,https://www.nature.com/articles/s41559-018-0717-x
2019001,2019,arthropods  ,arthropods  ,water flea,Daphnia pulex,"Canard Pond, Ontario, Canada",2019001_1,asexual,snp,bp/generation,1.61e-9,1.46e-9,1.77e-9,0.08e-9,,,644,,MA,55,120,Illumina HiSeq 2000 and 2500,GATK v.3.3.0,,,"Bull, J. K., Flynn, J. M., Chain, F. J., & Cristescu, M. E. (2019). Fitness and genomic consequences of chronic exposure to low levels of copper and nickel in Daphnia pulex mutation accumulation lines. G3: Genes, Genomes, Genetics, 9(1), 61-71.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6325897/
2019001,2019,arthropods  ,arthropods  ,water flea,Daphnia pulex,"Canard Pond, Ontario, Canada",2019001_1,asexual,indel,bp/generation,4.00e-11,,,,,,16,,MA,55,120,Illumina HiSeq 2000 and 2500,GATK v.3.3.0,,,"Bull, J. K., Flynn, J. M., Chain, F. J., & Cristescu, M. E. (2019). Fitness and genomic consequences of chronic exposure to low levels of copper and nickel in Daphnia pulex mutation accumulation lines. G3: Genes, Genomes, Genetics, 9(1), 61-71.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6325897/
2019001,2019,arthropods  ,arthropods  ,water flea,Daphnia pulex,"Canard Pond, Ontario, Canada",2019001_1,asexual,deletion,bp/generation,3.75e-11,,,,,,15,,MA,55,120,Illumina HiSeq 2000 and 2500,GATK v.3.3.0,,,"Bull, J. K., Flynn, J. M., Chain, F. J., & Cristescu, M. E. (2019). Fitness and genomic consequences of chronic exposure to low levels of copper and nickel in Daphnia pulex mutation accumulation lines. G3: Genes, Genomes, Genetics, 9(1), 61-71.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6325897/
2019001,2019,arthropods  ,arthropods  ,water flea,Daphnia pulex,"Canard Pond, Ontario, Canada",2019001_1,asexual,insertion,bp/generation,2.5e-12,,,,,,1,,MA,55,120,Illumina HiSeq 2000 and 2500,GATK v.3.3.0,,,"Bull, J. K., Flynn, J. M., Chain, F. J., & Cristescu, M. E. (2019). Fitness and genomic consequences of chronic exposure to low levels of copper and nickel in Daphnia pulex mutation accumulation lines. G3: Genes, Genomes, Genetics, 9(1), 61-71.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6325897/
2019002,2019,primates,primates,chimpanzee,Pan troglodytes,,2019002_1,sexual,snp,bp/generation,1.27e-8,9.51e-9,1.70e-8,,,,45,3536929178,PO,1,,Illumina HiSeq X,,,,"Besenbacher, S., Hvilsom, C., Marques-Bonet, T., Mailund, T., & Schierup, M. H. (2019). Direct estimation of mutations in great apes reconciles phylogenetic dating. Nature ecology & evolution, 3(2), 286-292.",,https://www.nature.com/articles/s41559-018-0778-x
2019002,2019,primates,primates,chimpanzee,Pan troglodytes,,2019002_2,sexual,snp,bp/generation,1.58e-9,1.10e-8,2.29e-8,,,,28,1767339554,PO,1,,Illumina HiSeq X,,,,"Besenbacher, S., Hvilsom, C., Marques-Bonet, T., Mailund, T., & Schierup, M. H. (2019). Direct estimation of mutations in great apes reconciles phylogenetic dating. Nature ecology & evolution, 3(2), 286-292.",,https://www.nature.com/articles/s41559-018-0778-x
2019002,2019,primates,primates,chimpanzee,Pan troglodytes,,2019002_3,sexual,snp,bp/generation,1.37e-8,1.05e-8,1.77e-8,,,,57,4170326188,PO,1,,Illumina HiSeq X,,,,"Besenbacher, S., Hvilsom, C., Marques-Bonet, T., Mailund, T., & Schierup, M. H. (2019). Direct estimation of mutations in great apes reconciles phylogenetic dating. Nature ecology & evolution, 3(2), 286-292.",,https://www.nature.com/articles/s41559-018-0778-x
2019002,2019,primates,primates,chimpanzee,Pan troglodytes,,2019002_4,sexual,snp,bp/generation,1.48e-8,1.14e-8,1.92e-8,,,,55,3720595013,PO,1,,Illumina HiSeq X,,,,"Besenbacher, S., Hvilsom, C., Marques-Bonet, T., Mailund, T., & Schierup, M. H. (2019). Direct estimation of mutations in great apes reconciles phylogenetic dating. Nature ecology & evolution, 3(2), 286-292.",,https://www.nature.com/articles/s41559-018-0778-x
2019002,2019,primates,primates,chimpanzee,Pan troglodytes,,2019002_5,sexual,snp,bp/generation,1.03e-8,7.64e-9,1.40e-8,,,,42,4064760290,PO,1,,Illumina HiSeq X,,,,"Besenbacher, S., Hvilsom, C., Marques-Bonet, T., Mailund, T., & Schierup, M. H. (2019). Direct estimation of mutations in great apes reconciles phylogenetic dating. Nature ecology & evolution, 3(2), 286-292.",,https://www.nature.com/articles/s41559-018-0778-x
2019002,2019,primates,primates,chimpanzee,Pan troglodytes,,2019002_6,sexual,snp,bp/generation,1.06e-8,6.72e-9,1.68e-8,,,,18,1693813311,PO,1,,Illumina HiSeq X,,,,"Besenbacher, S., Hvilsom, C., Marques-Bonet, T., Mailund, T., & Schierup, M. H. (2019). Direct estimation of mutations in great apes reconciles phylogenetic dating. Nature ecology & evolution, 3(2), 286-292.",,https://www.nature.com/articles/s41559-018-0778-x
2019002,2019,primates,primates,chimpanzee,Pan troglodytes,,2019002_7,sexual,snp,bp/generation,1.05e-8,6.68e-9,1.67e-8,,,,18,1704746791,PO,1,,Illumina HiSeq X,,,,"Besenbacher, S., Hvilsom, C., Marques-Bonet, T., Mailund, T., & Schierup, M. H. (2019). Direct estimation of mutations in great apes reconciles phylogenetic dating. Nature ecology & evolution, 3(2), 286-292.",,https://www.nature.com/articles/s41559-018-0778-x
2019002,2019,primates,primates,gorilla,Gorilla gorilla,,2019002_8,sexual,snp,bp/generation,1.22e-8,9.09e-9,1.62e-8,,,,45,3698229861,PO,1,,Illumina HiSeq X,,,,"Besenbacher, S., Hvilsom, C., Marques-Bonet, T., Mailund, T., & Schierup, M. H. (2019). Direct estimation of mutations in great apes reconciles phylogenetic dating. Nature ecology & evolution, 3(2), 286-292.",,https://www.nature.com/articles/s41559-018-0778-x
2019002,2019,primates,primates,gorilla,Gorilla gorilla,,2019002_9,sexual,snp,bp/generation,1.03e-8,7.48e-9,1.41e-8,,,,38,3700254515,PO,1,,Illumina HiSeq X,,,,"Besenbacher, S., Hvilsom, C., Marques-Bonet, T., Mailund, T., & Schierup, M. H. (2019). Direct estimation of mutations in great apes reconciles phylogenetic dating. Nature ecology & evolution, 3(2), 286-292.",,https://www.nature.com/articles/s41559-018-0778-x
2019002,2019,primates,primates,orangutan,Pongo abelii,,2019002_10,sexual,snp,bp/generation,1.66e-8,1.26e-8,2.18e-8,,,,51,3065633840,PO,1,,Illumina HiSeq X,,,,"Besenbacher, S., Hvilsom, C., Marques-Bonet, T., Mailund, T., & Schierup, M. H. (2019). Direct estimation of mutations in great apes reconciles phylogenetic dating. Nature ecology & evolution, 3(2), 286-292.",,https://www.nature.com/articles/s41559-018-0778-x
2019003,2019,arthropods  ,arthropods  ,water flea,Daphnia pulex ,,2019003_1,asexual,snp,bp/generation,7.0e-10,,,,,,290,,MA,24,,Illumina HiSeq,,,,"Chain, F. J., Flynn, J. M., Bull, J. K., & Cristescu, M. E. (2019). Accelerated rates of large-scale mutations in the presence of copper and nickel. Genome research, 29(1), 64-73.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6314161/
2019003,2019,arthropods  ,arthropods  ,water flea,Daphnia pulex ,,2019003_1,asexual,indel,bp/generation,4.83e-11,,,,,,20,,MA,24,,Illumina HiSeq,,,<50bp,"Chain, F. J., Flynn, J. M., Bull, J. K., & Cristescu, M. E. (2019). Accelerated rates of large-scale mutations in the presence of copper and nickel. Genome research, 29(1), 64-73.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6314161/
2019004,2019,human,primates,human,Homo sapiens,"Bateq,Malaysia ",2019004_1,sexual,snp,bp/generation,1.08e-8,8.17e-9,1.43e-8,,,,49,,PO,1,,Illumina HiSeq 2000,,,,"Deng, L., Lou, H., Zhang, X., Thiruvahindrapuram, B., Lu, D., Marshall, C. R., ... & Xu, S. (2019). Analysis of five deep-sequenced trio-genomes of the Peninsular Malaysia Orang Asli and North Borneo populations. BMC genomics, 20(1), 1-13.",,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6226-8
2019004,2019,human,primates,human,Homo sapiens,"Bateq,Malaysia ",2019004_1,sexual,indel,bp/generation,1.30e-9,,,,,,5,,PO,1,,Illumina HiSeq 2000,,,,"Deng, L., Lou, H., Zhang, X., Thiruvahindrapuram, B., Lu, D., Marshall, C. R., ... & Xu, S. (2019). Analysis of five deep-sequenced trio-genomes of the Peninsular Malaysia Orang Asli and North Borneo populations. BMC genomics, 20(1), 1-13.",,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6226-8
2019004,2019,human,primates,human,Homo sapiens,"Bateq,Malaysia ",2019004_1,sexual,deletion,bp/generation,1.04e-9,,,,,,4,,PO,1,,Illumina HiSeq 2000,,,,"Deng, L., Lou, H., Zhang, X., Thiruvahindrapuram, B., Lu, D., Marshall, C. R., ... & Xu, S. (2019). Analysis of five deep-sequenced trio-genomes of the Peninsular Malaysia Orang Asli and North Borneo populations. BMC genomics, 20(1), 1-13.",,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6226-8
2019004,2019,human,primates,human,Homo sapiens,"Bateq,Malaysia ",2019004_1,sexual,insertion,bp/generation,0.26e-9,,,,,,1,,PO,1,,Illumina HiSeq 2000,,,,"Deng, L., Lou, H., Zhang, X., Thiruvahindrapuram, B., Lu, D., Marshall, C. R., ... & Xu, S. (2019). Analysis of five deep-sequenced trio-genomes of the Peninsular Malaysia Orang Asli and North Borneo populations. BMC genomics, 20(1), 1-13.",,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6226-8
2019004,2019,human,primates,human,Homo sapiens,"Mendriq,Malaysia ",2019004_2,sexual,snp,bp/generation,8.1e-9,5.88e-9,1.116e-8,,,,37,,PO,1,,Illumina HiSeq 2000,,,,"Deng, L., Lou, H., Zhang, X., Thiruvahindrapuram, B., Lu, D., Marshall, C. R., ... & Xu, S. (2019). Analysis of five deep-sequenced trio-genomes of the Peninsular Malaysia Orang Asli and North Borneo populations. BMC genomics, 20(1), 1-13.",,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6226-8
2019004,2019,human,primates,human,Homo sapiens,"Mendriq,Malaysia ",2019004_2,sexual,indel,bp/generation,2.90e-9,,,,,,10,,PO,1,,Illumina HiSeq 2000,,,,"Deng, L., Lou, H., Zhang, X., Thiruvahindrapuram, B., Lu, D., Marshall, C. R., ... & Xu, S. (2019). Analysis of five deep-sequenced trio-genomes of the Peninsular Malaysia Orang Asli and North Borneo populations. BMC genomics, 20(1), 1-13.",,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6226-8
2019004,2019,human,primates,human,Homo sapiens,"Mendriq,Malaysia ",2019004_2,sexual,deletion,bp/generation,2.61e-9,,,,,,9,,PO,1,,Illumina HiSeq 2000,,,,"Deng, L., Lou, H., Zhang, X., Thiruvahindrapuram, B., Lu, D., Marshall, C. R., ... & Xu, S. (2019). Analysis of five deep-sequenced trio-genomes of the Peninsular Malaysia Orang Asli and North Borneo populations. BMC genomics, 20(1), 1-13.",,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6226-8
2019004,2019,human,primates,human,Homo sapiens,"Mendriq,Malaysia ",2019004_2,sexual,insertion,bp/generation,0.29e-9,,,,,,1,,PO,1,,Illumina HiSeq 2000,,,,"Deng, L., Lou, H., Zhang, X., Thiruvahindrapuram, B., Lu, D., Marshall, C. R., ... & Xu, S. (2019). Analysis of five deep-sequenced trio-genomes of the Peninsular Malaysia Orang Asli and North Borneo populations. BMC genomics, 20(1), 1-13.",,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6226-8
2019004,2019,human,primates,human,Homo sapiens,"Semai,Malaysia ",2019004_3,sexual,snp,bp/generation,8.6e-9,6.32e-9,1.17e-8,,,,40,,PO,1,,Illumina HiSeq 2000,,,,"Deng, L., Lou, H., Zhang, X., Thiruvahindrapuram, B., Lu, D., Marshall, C. R., ... & Xu, S. (2019). Analysis of five deep-sequenced trio-genomes of the Peninsular Malaysia Orang Asli and North Borneo populations. BMC genomics, 20(1), 1-13.",,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6226-8
2019004,2019,human,primates,human,Homo sapiens,"Semai,Malaysia ",2019004_3,sexual,indel,bp/generation,1.5e-9,,,,,,6,,PO,1,,Illumina HiSeq 2000,,,,"Deng, L., Lou, H., Zhang, X., Thiruvahindrapuram, B., Lu, D., Marshall, C. R., ... & Xu, S. (2019). Analysis of five deep-sequenced trio-genomes of the Peninsular Malaysia Orang Asli and North Borneo populations. BMC genomics, 20(1), 1-13.",,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6226-8
2019004,2019,human,primates,human,Homo sapiens,"Semai,Malaysia ",2019004_3,sexual,deletion,bp/generation,1.25e-9,,,,,,5,,PO,1,,Illumina HiSeq 2000,,,,"Deng, L., Lou, H., Zhang, X., Thiruvahindrapuram, B., Lu, D., Marshall, C. R., ... & Xu, S. (2019). Analysis of five deep-sequenced trio-genomes of the Peninsular Malaysia Orang Asli and North Borneo populations. BMC genomics, 20(1), 1-13.",,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6226-8
2019004,2019,human,primates,human,Homo sapiens,"Semai,Malaysia ",2019004_3,sexual,insertion,bp/generation,0.25e-9,,,,,,1,,PO,1,,Illumina HiSeq 2000,,,,"Deng, L., Lou, H., Zhang, X., Thiruvahindrapuram, B., Lu, D., Marshall, C. R., ... & Xu, S. (2019). Analysis of five deep-sequenced trio-genomes of the Peninsular Malaysia Orang Asli and North Borneo populations. BMC genomics, 20(1), 1-13.",,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6226-8
2019004,2019,human,primates,human,Homo sapiens,"Dusun,Malaysia ",2019004_4,sexual,snp,bp/generation,1.2e-8,9.20e-9,1.57e-8,,,,54,,PO,1,,Illumina HiSeq 2000,,,,"Deng, L., Lou, H., Zhang, X., Thiruvahindrapuram, B., Lu, D., Marshall, C. R., ... & Xu, S. (2019). Analysis of five deep-sequenced trio-genomes of the Peninsular Malaysia Orang Asli and North Borneo populations. BMC genomics, 20(1), 1-13.",,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6226-8
2019004,2019,human,primates,human,Homo sapiens,"Dusun,Malaysia ",2019004_4,sexual,deletion,bp/generation,0.5e-9,,,,,,2,,PO,1,,Illumina HiSeq 2000,,,,"Deng, L., Lou, H., Zhang, X., Thiruvahindrapuram, B., Lu, D., Marshall, C. R., ... & Xu, S. (2019). Analysis of five deep-sequenced trio-genomes of the Peninsular Malaysia Orang Asli and North Borneo populations. BMC genomics, 20(1), 1-13.",,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6226-8
2019004,2019,human,primates,human,Homo sapiens,"Dusun,Malaysia ",2019004_4,sexual,insertion,bp/generation,0.5e-9,,,,,,2,,PO,1,,Illumina HiSeq 2000,,,,"Deng, L., Lou, H., Zhang, X., Thiruvahindrapuram, B., Lu, D., Marshall, C. R., ... & Xu, S. (2019). Analysis of five deep-sequenced trio-genomes of the Peninsular Malaysia Orang Asli and North Borneo populations. BMC genomics, 20(1), 1-13.",,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6226-8
2019004,2019,human,primates,human,Homo sapiens,"Murut,Malaysia ",2019004_5,sexual,snp,bp/generation,1.33e-8,1.038e-8,1.70e-8,,,,62,,PO,1,,Illumina HiSeq 2000,,,,"Deng, L., Lou, H., Zhang, X., Thiruvahindrapuram, B., Lu, D., Marshall, C. R., ... & Xu, S. (2019). Analysis of five deep-sequenced trio-genomes of the Peninsular Malaysia Orang Asli and North Borneo populations. BMC genomics, 20(1), 1-13.",,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6226-8
2019004,2019,human,primates,human,Homo sapiens,"Murut,Malaysia ",2019004_5,sexual,indel,bp/generation,2.10e-9,,,,,,8,,PO,1,,Illumina HiSeq 2000,,,,"Deng, L., Lou, H., Zhang, X., Thiruvahindrapuram, B., Lu, D., Marshall, C. R., ... & Xu, S. (2019). Analysis of five deep-sequenced trio-genomes of the Peninsular Malaysia Orang Asli and North Borneo populations. BMC genomics, 20(1), 1-13.",,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6226-8
2019004,2019,human,primates,human,Homo sapiens,"Murut,Malaysia ",2019004_5,sexual,deletion,bp/generation,1.31e-9,,,,,,5,,PO,1,,Illumina HiSeq 2000,,,,"Deng, L., Lou, H., Zhang, X., Thiruvahindrapuram, B., Lu, D., Marshall, C. R., ... & Xu, S. (2019). Analysis of five deep-sequenced trio-genomes of the Peninsular Malaysia Orang Asli and North Borneo populations. BMC genomics, 20(1), 1-13.",,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6226-8
2019004,2019,human,primates,human,Homo sapiens,"Murut,Malaysia ",2019004_5,sexual,insertion,bp/generation,0.79e-9,,,,,,3,,PO,1,,Illumina HiSeq 2000,,,,"Deng, L., Lou, H., Zhang, X., Thiruvahindrapuram, B., Lu, D., Marshall, C. R., ... & Xu, S. (2019). Analysis of five deep-sequenced trio-genomes of the Peninsular Malaysia Orang Asli and North Borneo populations. BMC genomics, 20(1), 1-13.",,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6226-8
2019005,2019,human,primates,human,Homo sapiens,Iceland,2019005_1,sexual,snp,bp/generation,9.59e-9,9.48e-9,9.70e-9,,,,62546,,PO,2976,,,,,male,"Halldorsson, B. V., Palsson, G., Stefansson, O. A., Jonsson, H., Hardarson, M. T., Eggertsson, H. P., ... & Stefansson, K. (2019). Characterizing mutagenic effects of recombination through a sequence-level genetic map. Science, 363(6425), eaau1043.",,https://www.science.org/doi/10.1126/science.aau1043
2019005,2019,human,primates,human,Homo sapiens,Iceland,2019005_2,sexual,snp,bp/generation,2.59e-9,2.54e-9,2.64e-9,,,,17139,,PO,2976,,,,,female,"Halldorsson, B. V., Palsson, G., Stefansson, O. A., Jonsson, H., Hardarson, M. T., Eggertsson, H. P., ... & Stefansson, K. (2019). Characterizing mutagenic effects of recombination through a sequence-level genetic map. Science, 363(6425), eaau1043.",,https://www.science.org/doi/10.1126/science.aau1043
2019006,2019,fungus,fungi,mushroom,Marasmius oreades,Sweden,2019006_1,sexual,snp,bp/generation,7.25e-8,,,,,,127,,MA,,,Illumina HiSeq 2500,,,,"Hiltunen, M., Grudzinska-Sterno, M., Wallerman, O., Ryberg, M., & Johannesson, H. (2019). Maintenance of high genome integrity over vegetative growth in the fairy-ring mushroom Marasmius oreades. Current Biology, 29(16), 2758-2765.",,https://www.sciencedirect.com/science/article/pii/S096098221930870X
2019007,2019,mammals,mammals,wolf,Canis lupus,"Yellowstone National Park, USA",2019007_1,sexual,snp,bp/generation,4.5e-9,2.6e-9,7.1e-9,,,,27,,PO,1,,Illumina HiSeq 2000,,,,"Koch, E. M., Schweizer, R. M., Schweizer, T. M., Stahler, D. R., Smith, D. W., Wayne, R. K., & Novembre, J. (2019). De novo mutation rate estimation in wolves of known pedigree. Molecular biology and evolution, 36(11), 2536-2547.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6805234/
2019008,2019,worm,nematodes,nematode ,Caenorhabditis elegans,,2019008_1,sexual,snp,bp/generation,1.84e-9,,,0.14e-9,,,1112,,MA,35,409,Illumina HiSeq ,,,,"Konrad, A., Brady, M. J., Bergthorsson, U., & Katju, V. (2019). Mutational landscape of spontaneous base substitutions and small indels in experimental Caenorhabditis elegans populations of differing size. Genetics, 212(3), 837-854.",,https://academic.oup.com/genetics/article/212/3/837/5931235
2019008,2019,worm,nematodes,nematode ,Caenorhabditis elegans,,2019008_1,sexual,indel,bp/generation,7.85e-10,,,,,,357,,MA,35,409,Illumina HiSeq ,,,,"Konrad, A., Brady, M. J., Bergthorsson, U., & Katju, V. (2019). Mutational landscape of spontaneous base substitutions and small indels in experimental Caenorhabditis elegans populations of differing size. Genetics, 212(3), 837-854.",,https://academic.oup.com/genetics/article/212/3/837/5931235
2019008,2019,worm,nematodes,nematode ,Caenorhabditis elegans,,2019008_1,sexual,deletion,bp/generation,5.06e-10,,,0.83e-10,,,263,,MA,35,409,Illumina HiSeq ,,,,"Konrad, A., Brady, M. J., Bergthorsson, U., & Katju, V. (2019). Mutational landscape of spontaneous base substitutions and small indels in experimental Caenorhabditis elegans populations of differing size. Genetics, 212(3), 837-854.",,https://academic.oup.com/genetics/article/212/3/837/5931235
2019008,2019,worm,nematodes,nematode ,Caenorhabditis elegans,,2019008_1,sexual,insertion,bp/generation,1.79e-10,,,0.40e-10,,,94,,MA,35,409,Illumina HiSeq ,,,,"Konrad, A., Brady, M. J., Bergthorsson, U., & Katju, V. (2019). Mutational landscape of spontaneous base substitutions and small indels in experimental Caenorhabditis elegans populations of differing size. Genetics, 212(3), 837-854.",,https://academic.oup.com/genetics/article/212/3/837/5931235
2019009,2019,unicellular,others,algae,Phaeodactylum tricornutum,,2019009_1,asexual,snp,bp/generation,4.77e-10,4.04e-10,5.61e-10,,,,146,,MA,36,,Illumina MiSeq ,,,,"Krasovec, M., Sanchez-Brosseau, S., & Piganeau, G. (2019). First estimation of the spontaneous mutation rate in diatoms. Genome biology and evolution, 11(7), 1829-1837.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6604790/
2019009,2019,unicellular,others,algae,Phaeodactylum tricornutum,,2019009_1,asexual,indel,bp/generation,1.58e-11,,,,,,,,MA,36,,Illumina MiSeq ,,,,"Krasovec, M., Sanchez-Brosseau, S., & Piganeau, G. (2019). First estimation of the spontaneous mutation rate in diatoms. Genome biology and evolution, 11(7), 1829-1837.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6604790/
2019009,2019,unicellular,others,algae,Phaeodactylum tricornutum,,2019009_1,asexual,deletion,bp/generation,6.32e-12,,,,,,2,,MA,36,,Illumina MiSeq ,,,,"Krasovec, M., Sanchez-Brosseau, S., & Piganeau, G. (2019). First estimation of the spontaneous mutation rate in diatoms. Genome biology and evolution, 11(7), 1829-1837.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6604790/
2019009,2019,unicellular,others,algae,Phaeodactylum tricornutum,,2019009_1,asexual,insertion,bp/generation,9.48e-12,,,,,,3,,MA,36,,Illumina MiSeq ,,,,"Krasovec, M., Sanchez-Brosseau, S., & Piganeau, G. (2019). First estimation of the spontaneous mutation rate in diatoms. Genome biology and evolution, 11(7), 1829-1837.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6604790/
2019010,2019,mammals,mammals,mice,Mus musculus,,2019010_1,sexual,snp,bp/generation,0.39e-8,0.37e-8,0.42e-8,,,,753,,PO,6,,Illumina MiSeq ,,,,"Lindsay, S. J., Rahbari, R., Kaplanis, J., Keane, T., & Hurles, M. E. (2019). Similarities and differences in patterns of germline mutation between mice and humans. Nature communications, 10(1), 1-12.",,https://www.nature.com/articles/s41467-019-12023-w
2019010,2019,human,primates,human,Homo sapiens,Scottish ,2019010_2,sexual,snp,bp/generation,1.22e-8,1.14e-8,1.31e-8,,,,,,PO,,,Illumina MiSeq ,,,The same data set with Rahbari 2016,"Lindsay, S. J., Rahbari, R., Kaplanis, J., Keane, T., & Hurles, M. E. (2019). Similarities and differences in patterns of germline mutation between mice and humans. Nature communications, 10(1), 1-12.",,https://www.nature.com/articles/s41467-019-12023-w
2019011,2019,unicellular,fungi,yeast,Saccharomyces cerevisiae ,,2019011_1,unknown,snp,bp/generation,1.95e-10,1.60e-10,2.34e-10,,,,112,,MA,,,Illumina Hiseq 4000,,,,"Liu, H., & Zhang, J. (2019). Yeast spontaneous mutation rate and spectrum vary with environment. Current Biology, 29(10), 1584-1591.",,https://www.sciencedirect.com/science/article/pii/S0960982219303823
2019011,2019,unicellular,fungi,yeast,Saccharomyces cerevisiae ,,2019011_1,unknown,indel,bp/generation,1.904e-11,,,,,,11,,MA,,,Illumina Hiseq 4000,,,<60bp,"Liu, H., & Zhang, J. (2019). Yeast spontaneous mutation rate and spectrum vary with environment. Current Biology, 29(10), 1584-1591.",,https://www.sciencedirect.com/science/article/pii/S0960982219303823
2019011,2019,unicellular,fungi,yeast,Saccharomyces cerevisiae ,,2019011_1,unknown,deletion,bp/generation,8.64e-12,,,,,,5,,MA,,,Illumina Hiseq 4000,,,<60bp,"Liu, H., & Zhang, J. (2019). Yeast spontaneous mutation rate and spectrum vary with environment. Current Biology, 29(10), 1584-1591.",,https://www.sciencedirect.com/science/article/pii/S0960982219303823
2019011,2019,unicellular,fungi,yeast,Saccharomyces cerevisiae ,,2019011_1,unknown,insertion,bp/generation,1.04e-11,,,,,,6,,MA,,,Illumina Hiseq 4000,,,<60bp,"Liu, H., & Zhang, J. (2019). Yeast spontaneous mutation rate and spectrum vary with environment. Current Biology, 29(10), 1584-1591.",,https://www.sciencedirect.com/science/article/pii/S0960982219303823
2019012,2019,plants,plants,cabbage,Brassica rapa,,2019012_1,sexual,snp,bp/generation,9.10e-9,3.95e-9,1.42e-8,,,,12,,MA,,,Illumina NextSeq 500 ,,,,"Park, J. S., Park, J. H., & Park, Y. D. (2019). Construction of pseudomolecule sequences of Brassica rapa ssp. pekinensis inbred line CT001 and analysis of spontaneous mutations derived via sexual propagation. PloS one, 14(9), e0222283.",,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0222283
